"ad_id","post_date","phone","company","subject","location","category","position","platform","type","level","experience","education","view","applied","expired_date","body"
" Mã tin: 34359136"," Ngày 10/06/2017"," 0975359085","Anh Liêm F13/17/3D, LIÊN ẤP 5-6, VĨNH LỘC A, H. BÌNH CHÁNH, TP.HCM","Công ty đào gia phát cần tuyển gấp ctv kinh doanh"," Huyện Bình Chánh - TP.HCM"," Kinh doanh","","","","Bán thời gian cố định","","","","","","Do nhu cầu mơi rộng thị trường, phát triển thương hiệu spArena, Công ty TNHH TM SX PT MM ĐÀO GIA PHÁT chuyên sản xuất và kinh doanh thời trang đồ lót nam nữ, tất vớ nam nữ, vải sợi, dệt các loại ..... nay cần tuyển cộng tác viên nhiệt huyết và gắn bó lâu dài với công ty 1/ Vị trí : Cộng tác viên kinh doanh 2/ Số lượng : 10 người 3/ Khu vực : TP.HCM và các tỉnh thành trong nước4/YÊU CẦU : - Trình độ : Lớp 12 trở lên-Kinh nghiệm : 1 năm trở lên-Kỹ năng, nhiệt huyết, yêu thích kinh doanh, làm việc nghiêm túc, gắn bó lâu dài với công y 5/QUYỀN LỢI- Chiết khấu hoa hồng cao.- Không chịu áp lực doanh số bán hàng.- Không chịu sự quản lý của quản lý bán hàng. Mọi chi tiết xin vui lòng liên hệ - gmail : noiyviets@gmail.com- tel : (08) 68901138- Hotline : 0975359085 ( Mr. Liêm )- Truy cập : www.noiyviet.com.vn"
" Mã tin: 34279170"," Ngày 12/06/2017"," 01699297085","Pham Thanh ","Tuyển dụng nhân viên kinh doanh phân phối sản phẩm"," Quận 11 - TP.HCM"," Kinh doanh","","","","Toàn thời gian cố định","","","","","","Công ty TNHH thương mại HOÀNG PHÁT. Tuyển dụng nhân viên kinh doanh phân phối sản phẩm. Công ty làm nhà phân phối trên các kênh truyền thống như cửa hàng tạp hóa, chợ công ty, khu công nghiệp.Yêu cầu.- Tuổi từ 20 đến dưới 35 tuổi- Có kinh nghiệm kinh doanh hàng tiêu dùng.- Có mối quan hệ với các cửa hàng tạp hóa,các công ty, các đại lý, nhà phân phối khu vực phía bắc.- Trung thực, nhiệt tình, có tinh thần trách nhiệm cao với công việc.- Sáng tạo, thích nghi trong môi trường làm việc áp lực cao."
" Mã tin: 37277539"," Ngày 11/06/2017"," 01203036015","CHỊ DƯƠNG ","Cần tuyển gấp nhân viên kinh doanh"," Quận 9 - TP.HCM"," Kinh doanh","","","","Toàn thời gian cố định","","","","","","Công ty HOÀNG PHÁT tuyển gấp 05 nhân viên kinh doanh, yêu cầu: nhanh nhẹn, nhiệt tình, trung thực, không cần kinh nghiệm. Lương cơ bản 5 triệu + hoa hồng bán hàng. Ký Hợp đồng lao động, bảo hiểm xã hội đầy đủ.Thưởng+ du lịch hàng năm. Liên hệ: chị DƯƠNG 01203036015 hỗ trợ bộ phận nhân sự. Không nhận SMS, xin cảm ơn!"
" Mã tin: 38478650"," Ngày 11/06/2017"," 0938324617","Chị Thùy Linh ","Cần tuyển gấp nhân viên kinh doanh"," Quận 12 - TP.HCM"," Kinh doanh","","","","Toàn thời gian cố định","","","","","","Mô tả công việc:1. Duy trì những quan hệ kinh doanh hiện có, nhận đơn đặt hàng; thiết lập những những mối quan hệ kinh doanh mới bằng việc lập kế hoạch và tổ chức lịch công tác hàng ngày đối với những quan hệ kinh doanh hiện có hay những quan hệ kinh doanh tiềm năng khác.2. Lập kế hoạch công tác tuần, tháng trình Trưởng kênh bán hàng duyệt. Thực hiện theo kế hoạch được duyệt.3. Hiểu rõ và thuộc tính năng, bao bì, giá, ưu nhược điểm của sản phẩm, sản phẩm tương tự, sản phẩm của đối thủ cạnh tranh.Quyền lợi được hưởng: Thưởng doanh số của công ty, Hưởng mức chiết khấu, khuyến khích từ hãng nước ngoài. Hàng năm đi du lịch"
" Mã tin: 37416441"," Ngày 12/06/2017"," 0919457010","Tấn Phát ","Cần tuyển nhân viên kinh doanh làm việc tại văn phòng"," Quận Phú Nhuận - TP.HCM"," Kinh doanh","","","","Toàn thời gian cố định","","","","","","- Nhận điện thoại, Email, tiếp khách-Xử lý email công ty, đơn đặt hàng online…-Trợ lý kinh doanh cho Giám Đốc và P.GĐ kinh doanh khi có yêu cầu: báo giá, làm hợp đồng, và làm những nhiệm vụ khác..-Bán lẻ tại văn phòng.-Quản lý và đặt mua văn phòng phẩm, quản lý các chứng từ văn phòng…-Tư vấn khách hàng gọi điện đến công ty , báo cáo danh sách khách hàng lên cấp trên."
" Mã tin: 37568262"," Ngày 29/05/2017"," 0985166370","hoangthu ","Cần tuyển gấp nhân viên kế toán"," Quận Gò Vấp - TP.HCM"," Kế toán, thu ngân","","","","Toàn thời gian tạm thời","","","","","","Công ty đang cần tuyển nhân viên kế toán cuối năm không yêu cầu kinh nghiệm.Thời gian làm việc: giờ hành chánh.Lương: thỏa thuận trực tiếp tại phỏng vấn.Kinh nghiệm: không yêu cầu kinh nghiệmHồ sơ:+ Đơn xin việc+ Các bằng cấp có liên quan+ 2CMND và 2 ảnh 3x4+ Hộ khẩu photoMọi thắc mắc vui lòng liên hệ Ms Hòa : 0985 166 370"
" Mã tin: 31042476"," Ngày 09/06/2017"," 0898540723","Chị Hảo ","Tuyển nhân viên kinh doanh tại công ty"," Huyện Hóc Môn - TP.HCM"," Kinh doanh","","","","Toàn thời gian cố định","","","","","","Tuyển dụng 10 Nhân viên kinh doanh- Nam, tuổi từ 25 - 35- Nhanh nhẹn, kỹ năng giao tiếp, đàm phán, xử lý tình huống- Tác phong, tinh thần học hỏi và cầu tiến trong công việc- Có khả năng làm việc độc lập và theo nhóm- Không cần kinh nghiệm, được đào tạo- Làm việc tại TP HCM và tỉnh* Chế độ đãi ngộ: Lương + thưởng (> 10.000.000đ)Liên hệ nộp hồ sơ và phỏng vấn: Chị Hảo"
" Mã tin: 38064716"," Ngày 10/06/2017"," 01697923616","Tuấn Khanh ","Cần 05 nhân viên kinh doanh tại chỗ"," Quận Bình Thạnh - TP.HCM"," Kinh doanh","","","","Toàn thời gian cố định","","","","","","Công ty cần gấp 05 nhân viên kinh doanh tại chỗ- những mặt hàng tiêu dùng của công ty...Yêu cầu: trên 18 tuổi, năng động, nhiệt huyết với công việc, trách nhiệm với công việc... Không cần kinh nghiệm lên cty sẽ đk hưỡng dẫn cách làm gọi cho a Tuấn Khanh để biết thêm lịch phỏng vấn 01697923616"
" Mã tin: 34363695"," Ngày 11/06/2017"," 0943308970","Anh Khang ","Cần tuyển nhân viên kinh doanh tại văn phòng gấp."," Quận Bình Tân - TP.HCM"," Kinh doanh","","","","Toàn thời gian cố định","","","","","","Quyền lợi được hưởng: Thưởng doanh số của công ty, Hưởng mức chiết khấu, khuyến khích từ hãng nước ngoài. Hàng năm đi du lịch + hội chợ tại Italy, France, Hong Kong.. Bảo hiểm, điện thoạiMô tả công việc:1. Duy trì những quan hệ kinh doanh hiện có, nhận đơn đặt hàng; thiết lập những những mối quan hệ kinh doanh mới bằng việc lập kế hoạch và tổ chức lịch công tác hàng ngày đối với những quan hệ kinh doanh hiện có hay những quan hệ kinh doanh tiềm năng khác.2. Lập kế hoạch công tác tuần, tháng trình Trưởng kênh bán hàng duyệt. Thực hiện theo kế hoạch được duyệt.3. Hiểu rõ và thuộc tính năng, bao bì, giá, ưu nhược điểm của sản phẩm, sản phẩm tương tự, sản phẩm của đối thủ cạnh tranh. LH: Anh Khang, tel: 094.330.8970, không nhận qua SMSXin cảm ơn!"
" Mã tin: 37416421"," Ngày 12/06/2017"," 0919457010","Tấn Phát ","Tuyển nhân viên sale, tìm kiếm khai thác khách hàng"," Quận 8 - TP.HCM"," Kinh doanh","","","","Toàn thời gian cố định","","","","","","* 3 nhân viên sale.- Tìm kiếm khai thác khách hàng, duy trì và phát triển mạng lưới khách hàng của Cty. Thực hiện các nghiệp vụ bán hàng để có được hợp đồng từ khách hàng, lập kế hoạch phát triển doanh số. Phân tích nhu cầu, tâm lý khách hàng, xúc tiến tư vấn khách hàng, ký hợp đồng, các công việc khác theo yêu cầu công ty, hỗ trợ thu nhập cơ bản: 5 triệu/tháng, hưởng 17% trên doanh số bán hàng.Quyền lợi được hưởng- Môi trường làm việc chuyên nghiệp- Lương cơ bản+ lương doanh thu- Nghỉ chủ nhật, các ngày lễ, tết theo quy định của nhà nước- Có cơ hội học tập, phát triển và thăng tiến- Được làm việc trong 1 môi trường hiện đại, năng động, bình đẳng và chuyên nghiệp- Được ký hợp đồng thử việc, hợp đồng chính thức.Hồ sơ gồm:- Sơ yếu lý lịch có xác nhận của địa phương- Đơn xin việc- Chứng minh thư nhân dân, sổ hộ khẩu- Bằng cấp liên quan2 ảnh 3x4 trong vòng 6 tháng trở lại đây."
